pid	trait.myos	fdr.myos	trait.other	fdr.other	pairwise_fdr
10:73934174	IIM (R)	0.346540051117286	BioMedRhe	0.595773737707534	0.735854327305314
10:73934174	PM (M)	0.974407288117066	ITP	0.908394788601424	0.997655574217701
10:73934174	PM (M)	0.974407288117066	IgG+ NMO	0.823474137931031	0.995482224472182
10:73934174	PM (M)	0.974407288117066	PBC	0.136989556905164	0.977913222377911
10:73934174	PM (M)	0.974407288117066	JIA	0.580972238789604	0.989275943236392
10:73934174	PM (M)	0.974407288117066	CR(E)ST	0.628856963626361	0.990501443202732
10:73934174	PM (M)	0.974407288117066	MG	0.589276153839093	0.989488462941753
10:73934174	PM (M)	0.974407288117066	Felty	0.95659561153341	0.99888916399152
10:73934174	PM (M)	0.974407288117066	SjS	0.356196860279264	0.983523331735799
10:73934174	PM (M)	0.974407288117066	SSc	0.743063101604278	0.993424287987264
10:73934174	PM (M)	0.974407288117066	GPA	0.881614990063226	0.99697020654943
10:73934174	PM (M)	0.974407288117066	MPO+ AAV	0.960953319678987	0.999000689560559
10:73934174	PM (M)	0.974407288117066	PR3+ AAV	0.350382832059413	0.983374534986689
10:73934174	PM (M)	0.974407288117066	HyperThy	0.727834733285845	0.993034552744443
10:73934174	PM (M)	0.974407288117066	HypoThy	0.225471891462378	0.980177725272963
10:73934174	PM (M)	0.974407288117066	PR	0.951073432766385	0.998747836461369
10:73934174	PM (M)	0.974407288117066	BioMedRhe	0.595773737707534	0.989654753733634
10:73934174	PM (R)	0.295731099873287	ITP	0.908394788601424	0.93548529852245
10:73934174	PM (R)	0.295731099873287	IgG+ NMO	0.823474137931031	0.875678325276768
10:73934174	PM (R)	0.295731099873287	PBC	0.136989556905164	0.392208584443733
10:73934174	PM (R)	0.295731099873287	JIA	0.580972238789604	0.704891779489795
10:73934174	PM (R)	0.295731099873287	CR(E)ST	0.628856963626361	0.738615501983448
10:73934174	PM (R)	0.295731099873287	MG	0.589276153839093	0.710739968608444
10:73934174	PM (R)	0.295731099873287	Felty	0.95659561153341	0.969431639073962
10:73934174	PM (R)	0.295731099873287	SjS	0.356196860279264	0.546589470890753
10:73934174	PM (R)	0.295731099873287	SSc	0.743063101604278	0.819047333164876
10:73934174	PM (R)	0.295731099873287	GPA	0.881614990063226	0.916625119260338
10:73934174	PM (R)	0.295731099873287	MPO+ AAV	0.960953319678987	0.972500637396721
10:73934174	PM (R)	0.295731099873287	PR3+ AAV	0.350382832059413	0.542494831631053
10:73934174	PM (R)	0.295731099873287	HyperThy	0.727834733285845	0.808322466958529
10:73934174	PM (R)	0.295731099873287	HypoThy	0.225471891462378	0.454523940882986
10:73934174	PM (R)	0.295731099873287	PR	0.951073432766385	0.965542540307406
10:73934174	PM (R)	0.295731099873287	BioMedRhe	0.595773737707534	0.715316014852952
10:79277472	DM (M)	0.922238974336316	ITP	0.334566019691391	0.948255171179735
10:79277472	DM (M)	0.922238974336316	IgG+ NMO	0.889666666666667	0.991420366835107
10:79277472	DM (M)	0.922238974336316	PBC	0.928604775755502	0.994448234135259
10:79277472	DM (M)	0.922238974336316	JIA	0.840143408528797	0.987569387488099
10:79277472	DM (M)	0.922238974336316	CR(E)ST	0.972552258277322	0.997865635451493
10:79277472	DM (M)	0.922238974336316	MG	0.752658255775498	0.980766452279658
10:79277472	DM (M)	0.922238974336316	Felty	0.895862654176813	0.991902173178895
10:79277472	DM (M)	0.922238974336316	SjS	0.834765949441154	0.987151230753979
10:79277472	DM (M)	0.922238974336316	SSc	0.521830188679245	0.962817025030288
10:79277472	DM (M)	0.922238974336316	GPA	0.903597072537906	0.992503609483566
10:79277472	DM (M)	0.922238974336316	MPO+ AAV	0.22302427830746	0.939581570965407
10:79277472	DM (M)	0.922238974336316	PR3+ AAV	0.07721445175868	0.92824324930113
10:79277472	DM (M)	0.922238974336316	HyperThy	0.923256689910446	0.99403236149461
10:79277472	DM (M)	0.922238974336316	HypoThy	0.919724878219949	0.993757724195106
10:79277472	DM (M)	0.922238974336316	PR	0.951073432766385	0.996195419949711
10:79277472	DM (M)	0.922238974336316	BioMedRhe	0.00141036092886312	0.9223486454487
10:79277472	DM (R)	0.731867617610089	ITP	0.334566019691391	0.821575601536652
10:79277472	DM (R)	0.731867617610089	IgG+ NMO	0.889666666666667	0.970416060476313
10:79277472	DM (R)	0.731867617610089	PBC	0.928604775755502	0.980856628432061
10:79277472	DM (R)	0.731867617610089	JIA	0.840143408528797	0.957137271288096
10:79277472	DM (R)	0.731867617610089	CR(E)ST	0.972552258277322	0.992640371620675
10:79277472	DM (R)	0.731867617610089	MG	0.752658255775498	0.933679668856608
10:79277472	DM (R)	0.731867617610089	Felty	0.895862654176813	0.972077405368667
10:79277472	DM (R)	0.731867617610089	SjS	0.834765949441154	0.955695400371722
10:79277472	DM (R)	0.731867617610089	SSc	0.521830188679245	0.871787189303632
10:79277472	DM (R)	0.731867617610089	GPA	0.903597072537906	0.974151253390227
10:79277472	DM (R)	0.731867617610089	MPO+ AAV	0.22302427830746	0.791667648683459
10:79277472	DM (R)	0.731867617610089	PR3+ AAV	0.07721445175868	0.752571312515075
10:79277472	DM (R)	0.731867617610089	HyperThy	0.923256689910446	0.9794226334332
10:79277472	DM (R)	0.731867617610089	HypoThy	0.919724878219949	0.978475640350475
10:79277472	DM (R)	0.731867617610089	PR	0.951073432766385	0.986881202965491
10:79277472	DM (R)	0.731867617610089	BioMedRhe	0.00141036092886312	0.732245781045975
10:79277472	JDM (M)	0.877132736450767	ITP	0.334566019691391	0.918239947766807
10:79277472	JDM (M)	0.877132736450767	IgG+ NMO	0.889666666666667	0.986443645255068
10:79277472	JDM (M)	0.877132736450767	PBC	0.928604775755502	0.991227864166595
10:79277472	JDM (M)	0.877132736450767	JIA	0.840143408528797	0.980358858045626
10:79277472	JDM (M)	0.877132736450767	CR(E)ST	0.972552258277322	0.996627571083928
10:79277472	JDM (M)	0.877132736450767	MG	0.752658255775498	0.969609796725641
10:79277472	JDM (M)	0.877132736450767	Felty	0.895862654176813	0.987204929285425
10:79277472	JDM (M)	0.877132736450767	SjS	0.834765949441154	0.979698144362679
10:79277472	JDM (M)	0.877132736450767	SSc	0.521830188679245	0.941248583771166
10:79277472	JDM (M)	0.877132736450767	GPA	0.903597072537906	0.988155236104597
10:79277472	JDM (M)	0.877132736450767	MPO+ AAV	0.22302427830746	0.904535119231447
10:79277472	JDM (M)	0.877132736450767	PR3+ AAV	0.07721445175868	0.88661986484481
10:79277472	JDM (M)	0.877132736450767	HyperThy	0.923256689910446	0.990570759493586
10:79277472	JDM (M)	0.877132736450767	HypoThy	0.919724878219949	0.990136815455804
10:79277472	JDM (M)	0.877132736450767	PR	0.951073432766385	0.993988526569148
10:79277472	JDM (M)	0.877132736450767	BioMedRhe	0.00141036092886312	0.877306023638713
10:79277472	JDM (R)	0.650930668626647	ITP	0.334566019691391	0.767717405420565
10:79277472	JDM (R)	0.650930668626647	IgG+ NMO	0.889666666666667	0.96148601710514
10:79277472	JDM (R)	0.650930668626647	PBC	0.928604775755502	0.975078116809722
10:79277472	JDM (R)	0.650930668626647	JIA	0.840143408528797	0.944198966499524
10:79277472	JDM (R)	0.650930668626647	CR(E)ST	0.972552258277322	0.990418835149156
10:79277472	JDM (R)	0.650930668626647	MG	0.752658255775498	0.913660582722834
10:79277472	JDM (R)	0.650930668626647	Felty	0.895862654176813	0.963648846322505
10:79277472	JDM (R)	0.650930668626647	SjS	0.834765949441154	0.942321860451313
10:79277472	JDM (R)	0.650930668626647	SSc	0.521830188679245	0.833085583679342
10:79277472	JDM (R)	0.650930668626647	GPA	0.903597072537906	0.966348694568373
10:79277472	JDM (R)	0.650930668626647	MPO+ AAV	0.22302427830746	0.728781604335457
10:79277472	JDM (R)	0.650930668626647	PR3+ AAV	0.07721445175868	0.67788386567441
10:79277472	JDM (R)	0.650930668626647	HyperThy	0.923256689910446	0.973211264059661
10:79277472	JDM (R)	0.650930668626647	HypoThy	0.919724878219949	0.971978416914323
10:79277472	JDM (R)	0.650930668626647	PR	0.951073432766385	0.982921235889369
10:79277472	JDM (R)	0.650930668626647	BioMedRhe	0.00141036092886312	0.65142298237308
10:79277472	Anti-Jo1+ (R)	0.552814959281075	ITP	0.334566019691391	0.702427878419938
10:79277472	Anti-Jo1+ (R)	0.552814959281075	IgG+ NMO	0.889666666666667	0.950660583840679
10:79277472	Anti-Jo1+ (R)	0.552814959281075	PBC	0.928604775755502	0.968073123739087
10:79277472	Anti-Jo1+ (R)	0.552814959281075	JIA	0.840143408528797	0.928514523633761
10:79277472	Anti-Jo1+ (R)	0.552814959281075	CR(E)ST	0.972552258277322	0.987725780500102
10:79277472	Anti-Jo1+ (R)	0.552814959281075	MG	0.752658255775498	0.889392472037476
10:79277472	Anti-Jo1+ (R)	0.552814959281075	Felty	0.895862654176813	0.953431336767697
10:79277472	Anti-Jo1+ (R)	0.552814959281075	SjS	0.834765949441154	0.926109804372689
10:79277472	Anti-Jo1+ (R)	0.552814959281075	SSc	0.521830188679245	0.786169613453968
10:79277472	Anti-Jo1+ (R)	0.552814959281075	GPA	0.903597072537906	0.95689005295744
10:79277472	Anti-Jo1+ (R)	0.552814959281075	MPO+ AAV	0.22302427830746	0.652548080257306
10:79277472	Anti-Jo1+ (R)	0.552814959281075	PR3+ AAV	0.07721445175868	0.58734410703487
10:79277472	Anti-Jo1+ (R)	0.552814959281075	HyperThy	0.923256689910446	0.965681539752698
10:79277472	Anti-Jo1+ (R)	0.552814959281075	HypoThy	0.919724878219949	0.964102166398071
10:79277472	Anti-Jo1+ (R)	0.552814959281075	PR	0.951073432766385	0.978120771039399
10:79277472	Anti-Jo1+ (R)	0.552814959281075	BioMedRhe	0.00141036092886312	0.553445651590477
10:79277472	IIM (M)	0.827749618336615	ITP	0.334566019691391	0.885378742920057
10:79277472	IIM (M)	0.827749618336615	IgG+ NMO	0.889666666666667	0.98099504122314
10:79277472	IIM (M)	0.827749618336615	PBC	0.928604775755502	0.987702145374942
10:79277472	IIM (M)	0.827749618336615	JIA	0.840143408528797	0.972464641107677
10:79277472	IIM (M)	0.827749618336615	CR(E)ST	0.972552258277322	0.995272116012471
10:79277472	IIM (M)	0.827749618336615	MG	0.752658255775498	0.957395290156042
10:79277472	IIM (M)	0.827749618336615	Felty	0.895862654176813	0.982062302436544
10:79277472	IIM (M)	0.827749618336615	SjS	0.834765949441154	0.971538371727452
10:79277472	IIM (M)	0.827749618336615	SSc	0.521830188679245	0.917635067500091
10:79277472	IIM (M)	0.827749618336615	GPA	0.903597072537906	0.983394558951187
10:79277472	IIM (M)	0.827749618336615	MPO+ AAV	0.22302427830746	0.866165635395277
10:79277472	IIM (M)	0.827749618336615	PR3+ AAV	0.07721445175868	0.841049837121977
10:79277472	IIM (M)	0.827749618336615	HyperThy	0.923256689910446	0.986780935546963
10:79277472	IIM (M)	0.827749618336615	HypoThy	0.919724878219949	0.986172579635312
10:79277472	IIM (M)	0.827749618336615	PR	0.951073432766385	0.991572380120531
10:79277472	IIM (M)	0.827749618336615	BioMedRhe	0.00141036092886312	0.827992553544895
10:79277472	IIM (R)	0.811272363482374	ITP	0.334566019691391	0.87441421763784
10:79277472	IIM (R)	0.811272363482374	IgG+ NMO	0.889666666666667	0.979177050770889
10:79277472	IIM (R)	0.811272363482374	PBC	0.928604775755502	0.98652574806969
10:79277472	IIM (R)	0.811272363482374	JIA	0.840143408528797	0.969830643309876
10:79277472	IIM (R)	0.811272363482374	CR(E)ST	0.972552258277322	0.994819852576933
10:79277472	IIM (R)	0.811272363482374	MG	0.752658255775498	0.953319777200362
10:79277472	IIM (R)	0.811272363482374	Felty	0.895862654176813	0.980346404849571
10:79277472	IIM (R)	0.811272363482374	SjS	0.834765949441154	0.968815768165795
10:79277472	IIM (R)	0.811272363482374	SSc	0.521830188679245	0.909756141655355
10:79277472	IIM (R)	0.811272363482374	GPA	0.903597072537906	0.981806103346699
10:79277472	IIM (R)	0.811272363482374	MPO+ AAV	0.22302427830746	0.85336320841339
10:79277472	IIM (R)	0.811272363482374	PR3+ AAV	0.07721445175868	0.825844864467794
10:79277472	IIM (R)	0.811272363482374	HyperThy	0.923256689910446	0.985516416468259
10:79277472	IIM (R)	0.811272363482374	HypoThy	0.919724878219949	0.984849865995286
10:79277472	IIM (R)	0.811272363482374	PR	0.951073432766385	0.990766204603079
10:79277472	IIM (R)	0.811272363482374	BioMedRhe	0.00141036092886312	0.811538537567115
10:79277472	PM (M)	0.984832304575562	ITP	0.334566019691391	0.989906900061608
10:79277472	PM (M)	0.984832304575562	IgG+ NMO	0.889666666666667	0.998326497604837
10:79277472	PM (M)	0.984832304575562	PBC	0.928604775755502	0.9989170989839
10:79277472	PM (M)	0.984832304575562	JIA	0.840143408528797	0.997575343908976
10:79277472	PM (M)	0.984832304575562	CR(E)ST	0.972552258277322	0.999583681013462
10:79277472	PM (M)	0.984832304575562	MG	0.752658255775498	0.996248395757853
10:79277472	PM (M)	0.984832304575562	Felty	0.895862654176813	0.998420476456245
10:79277472	PM (M)	0.984832304575562	SjS	0.834765949441154	0.997493780247377
10:79277472	PM (M)	0.984832304575562	SSc	0.521830188679245	0.992747265940726
10:79277472	PM (M)	0.984832304575562	GPA	0.903597072537906	0.998537789758231
10:79277472	PM (M)	0.984832304575562	MPO+ AAV	0.22302427830746	0.988215068901185
10:79277472	PM (M)	0.984832304575562	PR3+ AAV	0.07721445175868	0.986003469862203
10:79277472	PM (M)	0.984832304575562	HyperThy	0.923256689910446	0.998835980846698
10:79277472	PM (M)	0.984832304575562	HypoThy	0.919724878219949	0.998782411402681
10:79277472	PM (M)	0.984832304575562	PR	0.951073432766385	0.999257896730037
10:79277472	PM (M)	0.984832304575562	BioMedRhe	0.00141036092886312	0.98485369650057
10:79277472	PM (R)	0.622315117844293	ITP	0.334566019691391	0.74867564556474
10:79277472	PM (R)	0.622315117844293	IgG+ NMO	0.889666666666667	0.958328768002154
10:79277472	PM (R)	0.622315117844293	PBC	0.928604775755502	0.973035103144736
10:79277472	PM (R)	0.622315117844293	JIA	0.840143408528797	0.939624582088386
10:79277472	PM (R)	0.622315117844293	CR(E)ST	0.972552258277322	0.98963340290203
10:79277472	PM (R)	0.622315117844293	MG	0.752658255775498	0.906582762480382
10:79277472	PM (R)	0.622315117844293	Felty	0.895862654176813	0.960668898814762
10:79277472	PM (R)	0.622315117844293	SjS	0.834765949441154	0.937593597086572
10:79277472	PM (R)	0.622315117844293	SSc	0.521830188679245	0.819402491160904
10:79277472	PM (R)	0.622315117844293	GPA	0.903597072537906	0.963590071702014
10:79277472	PM (R)	0.622315117844293	MPO+ AAV	0.22302427830746	0.706548016114708
10:79277472	PM (R)	0.622315117844293	PR3+ AAV	0.07721445175868	0.651477848957488
10:79277472	PM (R)	0.622315117844293	HyperThy	0.923256689910446	0.971015211972588
10:79277472	PM (R)	0.622315117844293	HypoThy	0.919724878219949	0.969681300090467
10:79277472	PM (R)	0.622315117844293	PR	0.951073432766385	0.981521175220089
10:79277472	PM (R)	0.622315117844293	BioMedRhe	0.00141036092886312	0.622847789845508
10:8064539	DM (M)	0.940505067624253	ITP	0.901533796842211	0.994141759901831
10:8064539	DM (M)	0.940505067624253	IgG+ NMO	0.886956521739131	0.99327448590535
10:8064539	DM (M)	0.940505067624253	PBC	0.614303352017107	0.977053004010705
10:8064539	DM (M)	0.940505067624253	JIA	0.932588082111905	0.995989332503928
10:8064539	DM (M)	0.940505067624253	CR(E)ST	0.972552258277322	0.998366998462342
10:8064539	DM (M)	0.940505067624253	MG	0.858364092765882	0.991573381277129
10:8064539	DM (M)	0.940505067624253	Felty	0.95659561153341	0.997417658843369
10:8064539	DM (M)	0.940505067624253	SjS	0.989844122317094	0.999395776744039
10:8064539	DM (M)	0.940505067624253	SSc	0.400399999999998	0.964326838547502
10:8064539	DM (M)	0.940505067624253	GPA	0.6375374836852	0.978435317103108
10:8064539	DM (M)	0.940505067624253	MPO+ AAV	0.953212383563132	0.997216373924066
10:8064539	DM (M)	0.940505067624253	PR3+ AAV	0.523043429470983	0.971623501090208
10:8064539	DM (M)	0.940505067624253	HyperThy	0.0511507519754925	0.943548278154003
10:8064539	DM (M)	0.940505067624253	HypoThy	0.417545173242377	0.965346889470128
10:8064539	DM (M)	0.940505067624253	PR	0.763308969412934	0.985918083141276
10:8064539	DM (M)	0.940505067624253	BioMedRhe	0.523713964366794	0.97166339451849
10:8064539	DM (R)	0.938344927289006	ITP	0.901533796842211	0.993929059084731
10:8064539	DM (R)	0.938344927289006	IgG+ NMO	0.886956521739131	0.993030296128322
10:8064539	DM (R)	0.938344927289006	PBC	0.614303352017107	0.976219845124228
10:8064539	DM (R)	0.938344927289006	JIA	0.932588082111905	0.995843713301022
10:8064539	DM (R)	0.938344927289006	CR(E)ST	0.972552258277322	0.998307707488336
10:8064539	DM (R)	0.938344927289006	MG	0.858364092765882	0.991267427840993
10:8064539	DM (R)	0.938344927289006	Felty	0.95659561153341	0.997323899273116
10:8064539	DM (R)	0.938344927289006	SjS	0.989844122317094	0.999373838623016
10:8064539	DM (R)	0.938344927289006	SSc	0.400399999999998	0.963031618402488
10:8064539	DM (R)	0.938344927289006	GPA	0.6375374836852	0.977652347201601
10:8064539	DM (R)	0.938344927289006	MPO+ AAV	0.953212383563132	0.997115306106611
10:8064539	DM (R)	0.938344927289006	PR3+ AAV	0.523043429470983	0.970593207964047
10:8064539	DM (R)	0.938344927289006	HyperThy	0.0511507519754925	0.941498630621277
10:8064539	DM (R)	0.938344927289006	HypoThy	0.417545173242377	0.96408870530539
10:8064539	DM (R)	0.938344927289006	PR	0.763308969412934	0.985406797299114
10:8064539	DM (R)	0.938344927289006	BioMedRhe	0.523713964366794	0.970634549841804
10:8064539	JDM (M)	0.871129930605644	ITP	0.901533796842211	0.987310653566057
10:8064539	JDM (M)	0.871129930605644	IgG+ NMO	0.886956521739131	0.985432079111942
10:8064539	JDM (M)	0.871129930605644	PBC	0.614303352017107	0.950295246209274
10:8064539	JDM (M)	0.871129930605644	JIA	0.932588082111905	0.991312621463755
10:8064539	JDM (M)	0.871129930605644	CR(E)ST	0.972552258277322	0.99646280761948
10:8064539	JDM (M)	0.871129930605644	MG	0.858364092765882	0.981747370806007
10:8064539	JDM (M)	0.871129930605644	Felty	0.95659561153341	0.994406473446291
10:8064539	JDM (M)	0.871129930605644	SjS	0.989844122317094	0.998691211338243
10:8064539	JDM (M)	0.871129930605644	SSc	0.400399999999998	0.922729506391144
10:8064539	JDM (M)	0.871129930605644	GPA	0.6375374836852	0.953289430369659
10:8064539	JDM (M)	0.871129930605644	MPO+ AAV	0.953212383563132	0.993970476622984
10:8064539	JDM (M)	0.871129930605644	PR3+ AAV	0.523043429470983	0.938534573657831
10:8064539	JDM (M)	0.871129930605644	HyperThy	0.0511507519754925	0.877721731562299
10:8064539	JDM (M)	0.871129930605644	HypoThy	0.417545173242377	0.924939006056668
10:8064539	JDM (M)	0.871129930605644	PR	0.763308969412934	0.969497610463223
10:8064539	JDM (M)	0.871129930605644	BioMedRhe	0.523713964366794	0.938620985536386
10:8064539	JDM (R)	0.955415996426191	ITP	0.901533796842211	0.995609982446514
10:8064539	JDM (R)	0.955415996426191	IgG+ NMO	0.886956521739131	0.994960069161222
10:8064539	JDM (R)	0.955415996426191	PBC	0.614303352017107	0.982804099267925
10:8064539	JDM (R)	0.955415996426191	JIA	0.932588082111905	0.99699450681196
10:8064539	JDM (R)	0.955415996426191	CR(E)ST	0.972552258277322	0.998776269784943
10:8064539	JDM (R)	0.955415996426191	MG	0.858364092765882	0.993685304205694
10:8064539	JDM (R)	0.955415996426191	Felty	0.95659561153341	0.998064858589487
10:8064539	JDM (R)	0.955415996426191	SjS	0.989844122317094	0.99954721031309
10:8064539	JDM (R)	0.955415996426191	SSc	0.400399999999998	0.973267431457144
10:8064539	JDM (R)	0.955415996426191	GPA	0.6375374836852	0.983839969877249
10:8064539	JDM (R)	0.955415996426191	MPO+ AAV	0.953212383563132	0.997914020741569
10:8064539	JDM (R)	0.955415996426191	PR3+ AAV	0.523043429470983	0.978735366554982
10:8064539	JDM (R)	0.955415996426191	HyperThy	0.0511507519754925	0.957696501735069
10:8064539	JDM (R)	0.955415996426191	HypoThy	0.417545173242377	0.974031831922256
10:8064539	JDM (R)	0.955415996426191	PR	0.763308969412934	0.989447366246418
10:8064539	JDM (R)	0.955415996426191	BioMedRhe	0.523713964366794	0.978765261685174
10:8064539	Anti-Jo1+ (R)	0.402472795302748	ITP	0.901533796842211	0.941163764869975
10:8064539	Anti-Jo1+ (R)	0.402472795302748	IgG+ NMO	0.886956521739131	0.932453446425528
10:8064539	Anti-Jo1+ (R)	0.402472795302748	PBC	0.614303352017107	0.769535760069682
10:8064539	Anti-Jo1+ (R)	0.402472795302748	JIA	0.932588082111905	0.959719545141046
10:8064539	Anti-Jo1+ (R)	0.402472795302748	CR(E)ST	0.972552258277322	0.983599227613196
10:8064539	Anti-Jo1+ (R)	0.402472795302748	MG	0.858364092765882	0.915368692265638
10:8064539	Anti-Jo1+ (R)	0.402472795302748	Felty	0.95659561153341	0.974064697087965
10:8064539	Anti-Jo1+ (R)	0.402472795302748	SjS	0.989844122317094	0.993931586796886
10:8064539	Anti-Jo1+ (R)	0.402472795302748	SSc	0.400399999999998	0.641722688063527
10:8064539	Anti-Jo1+ (R)	0.402472795302748	GPA	0.6375374836852	0.783418785818886
10:8064539	Anti-Jo1+ (R)	0.402472795302748	MPO+ AAV	0.953212383563132	0.972043126336031
10:8064539	Anti-Jo1+ (R)	0.402472795302748	PR3+ AAV	0.523043429470983	0.715005473649809
10:8064539	Anti-Jo1+ (R)	0.402472795302748	HyperThy	0.0511507519754925	0.433036761148827
10:8064539	Anti-Jo1+ (R)	0.402472795302748	HypoThy	0.417545173242377	0.651967395505096
10:8064539	Anti-Jo1+ (R)	0.402472795302748	PR	0.763308969412934	0.858570670116398
10:8064539	Anti-Jo1+ (R)	0.402472795302748	BioMedRhe	0.523713964366794	0.715406136491755
10:8064539	IIM (M)	0.750143152334978	ITP	0.901533796842211	0.975397544877451
10:8064539	IIM (M)	0.750143152334978	IgG+ NMO	0.886956521739131	0.97175531287265
10:8064539	IIM (M)	0.750143152334978	PBC	0.614303352017107	0.903631051380029
10:8064539	IIM (M)	0.750143152334978	JIA	0.932588082111905	0.983156670701427
10:8064539	IIM (M)	0.750143152334978	CR(E)ST	0.972552258277322	0.993141993777648
10:8064539	IIM (M)	0.750143152334978	MG	0.858364092765882	0.964611298702308
10:8064539	IIM (M)	0.750143152334978	Felty	0.95659561153341	0.98915511632291
10:8064539	IIM (M)	0.750143152334978	SjS	0.989844122317094	0.997462484416878
10:8064539	IIM (M)	0.750143152334978	SSc	0.400399999999998	0.850185834140052
10:8064539	IIM (M)	0.750143152334978	GPA	0.6375374836852	0.909436258276853
10:8064539	IIM (M)	0.750143152334978	MPO+ AAV	0.953212383563132	0.988309793647324
10:8064539	IIM (M)	0.750143152334978	PR3+ AAV	0.523043429470983	0.8808291348145
10:8064539	IIM (M)	0.750143152334978	HyperThy	0.0511507519754925	0.76292351797927
10:8064539	IIM (M)	0.750143152334978	HypoThy	0.417545173242377	0.854469673079064
10:8064539	IIM (M)	0.750143152334978	PR	0.763308969412934	0.94086112522693
10:8064539	IIM (M)	0.750143152334978	BioMedRhe	0.523713964366794	0.880996672549817
10:8064539	IIM (R)	0.652759508421137	ITP	0.901533796842211	0.965808547211585
10:8064539	IIM (R)	0.652759508421137	IgG+ NMO	0.886956521739131	0.960746727038911
10:8064539	IIM (R)	0.652759508421137	PBC	0.614303352017107	0.866070506354101
10:8064539	IIM (R)	0.652759508421137	JIA	0.932588082111905	0.976591852494264
10:8064539	IIM (R)	0.652759508421137	CR(E)ST	0.972552258277322	0.990469032671488
10:8064539	IIM (R)	0.652759508421137	MG	0.858364092765882	0.950818277946807
10:8064539	IIM (R)	0.652759508421137	Felty	0.95659561153341	0.984928238812181
10:8064539	IIM (R)	0.652759508421137	SjS	0.989844122317094	0.996473468040973
10:8064539	IIM (R)	0.652759508421137	SSc	0.400399999999998	0.791794601249313
10:8064539	IIM (R)	0.652759508421137	GPA	0.6375374836852	0.874138337655937
10:8064539	IIM (R)	0.652759508421137	MPO+ AAV	0.953212383563132	0.983753445068659
10:8064539	IIM (R)	0.652759508421137	PR3+ AAV	0.523043429470983	0.834381365987735
10:8064539	IIM (R)	0.652759508421137	HyperThy	0.0511507519754925	0.670521120681736
10:8064539	IIM (R)	0.652759508421137	HypoThy	0.417545173242377	0.797748099634202
10:8064539	IIM (R)	0.652759508421137	PR	0.763308969412934	0.917811290186639
10:8064539	IIM (R)	0.652759508421137	BioMedRhe	0.523713964366794	0.834614202854578
10:8064539	PM (M)	0.681891154552134	ITP	0.901533796842211	0.968677029797841
10:8064539	PM (M)	0.681891154552134	IgG+ NMO	0.886956521739131	0.964039869645024
10:8064539	PM (M)	0.681891154552134	PBC	0.614303352017107	0.87730648461705
10:8064539	PM (M)	0.681891154552134	JIA	0.932588082111905	0.978555672631192
10:8064539	PM (M)	0.681891154552134	CR(E)ST	0.972552258277322	0.991268630570448
10:8064539	PM (M)	0.681891154552134	MG	0.858364092765882	0.954944365075794
10:8064539	PM (M)	0.681891154552134	Felty	0.95659561153341	0.986192680097522
10:8064539	PM (M)	0.681891154552134	SjS	0.989844122317094	0.996769325475781
10:8064539	PM (M)	0.681891154552134	SSc	0.400399999999998	0.809261936269459
10:8064539	PM (M)	0.681891154552134	GPA	0.6375374836852	0.884697467416971
10:8064539	PM (M)	0.681891154552134	MPO+ AAV	0.953212383563132	0.98511644535401
10:8064539	PM (M)	0.681891154552134	PR3+ AAV	0.523043429470983	0.848275896020241
10:8064539	PM (M)	0.681891154552134	HyperThy	0.0511507519754925	0.698162661206848
10:8064539	PM (M)	0.681891154552134	HypoThy	0.417545173242377	0.814715967534596
10:8064539	PM (M)	0.681891154552134	PR	0.763308969412934	0.924706489532083
10:8064539	PM (M)	0.681891154552134	BioMedRhe	0.523713964366794	0.84848919910178
10:8064539	PM (R)	0.589267698110129	ITP	0.901533796842211	0.959556749718646
10:8064539	PM (R)	0.589267698110129	IgG+ NMO	0.886956521739131	0.953569391960276
10:8064539	PM (R)	0.589267698110129	PBC	0.614303352017107	0.841581927942779
10:8064539	PM (R)	0.589267698110129	JIA	0.932588082111905	0.972311747791012
10:8064539	PM (R)	0.589267698110129	CR(E)ST	0.972552258277322	0.988726325860566
10:8064539	PM (R)	0.589267698110129	MG	0.858364092765882	0.94182555779147
10:8064539	PM (R)	0.589267698110129	Felty	0.95659561153341	0.982172415612995
10:8064539	PM (R)	0.589267698110129	SjS	0.989844122317094	0.995828652981588
10:8064539	PM (R)	0.589267698110129	SSc	0.400399999999998	0.753724911786832
10:8064539	PM (R)	0.589267698110129	GPA	0.6375374836852	0.851124936325227
10:8064539	PM (R)	0.589267698110129	MPO+ AAV	0.953212383563132	0.980782814600945
10:8064539	PM (R)	0.589267698110129	PR3+ AAV	0.523043429470983	0.804098529885118
10:8064539	PM (R)	0.589267698110129	HyperThy	0.0511507519754925	0.610276964212421
10:8064539	PM (R)	0.589267698110129	HypoThy	0.417545173242377	0.760766988258975
10:8064539	PM (R)	0.589267698110129	PR	0.763308969412934	0.902783348170288
10:8064539	PM (R)	0.589267698110129	BioMedRhe	0.523713964366794	0.804373940226372
10:9020893	DM (M)	0.940505067624253	ITP	0.908394788601424	0.994549954142576
10:9020893	DM (M)	0.940505067624253	IgG+ NMO	0.824644067796608	0.989567210671873
10:9020893	DM (M)	0.940505067624253	PBC	0.695619218695668	0.981890885999822
10:9020893	DM (M)	0.940505067624253	JIA	0.575830540354597	0.974764066682539
10:9020893	DM (M)	0.940505067624253	CR(E)ST	0.972552258277322	0.998366998462342
